Kennewick.O3,Kennewick.OZONE_AIRPACT4,WRF_4km_BCAA.Surface_pres_Pa,WRF_4km_BCAA.PBL_m,WRF_4km_BCAA.T_K,WRF_4km_BCAA.windspeed_m_per_s,WRF_4km_BCAA.WindDir_deg,WRF_4km_BCAA.RH_pct,Wildfire_smoke_caused_excess_ozone_YN,date
,57.2,99201.05,20.607216,290.47556000000003,2.4494748,287.52502000000004,57.3,N,2017-09-04 02:00:00
24.0,55.9,99212.02,62.646319999999996,290.08603,2.8153542999999996,275.95117,59.1,N,2017-09-04 03:00:00
21.0,49.3,99286.805,71.00175,287.98184,2.9760792,289.09106,70.8,N,2017-09-04 04:00:00
15.0,46.7,99321.71,134.93228,288.33496,2.6846392000000003,246.03554,69.8,N,2017-09-04 05:00:00
11.0,42.8,99343.484,156.02277,287.95746,3.0800223,248.87657000000002,67.3,N,2017-09-04 06:00:00
15.0,37.7,99387.445,102.80319,291.44177,2.5668678,270.86075,53.0,N,2017-09-04 07:00:00
19.0,37.3,99394.98,153.17717,293.19777999999997,2.3309342999999996,309.6395,46.9,N,2017-09-04 08:00:00
26.0,40.9,99400.52,367.22342000000003,295.87125,2.369105,326.9022,40.9,N,2017-09-04 09:00:00
31.0,46.8,99369.95,455.93057000000005,298.1027,2.322902,344.18018,37.2,N,2017-09-04 10:00:00
38.0,53.5,99325.56,514.2427,300.4469,2.6852958,3.0162659,33.4,N,2017-09-04 11:00:00
39.0,61.2,99284.35,543.85956,302.40952000000004,2.4400356,2.060028,30.9,N,2017-09-04 12:00:00
41.0,75.3,99174.79,584.7465,304.3177,1.8839584999999999,356.0363,28.2,N,2017-09-04 13:00:00
44.0,88.8,99085.29,593.10516,306.01035,2.2259862,354.03902999999997,25.8,N,2017-09-04 14:00:00
47.0,106.5,98994.78,642.0174,307.40173,2.5039213,347.9786,23.6,N,2017-09-04 15:00:00
46.0,124.0,98904.445,571.82135,308.1663,2.8308002999999995,343.22083,22.1,N,2017-09-04 16:00:00
28.0,115.0,98850.836,59.071186,306.2719,2.522481,332.21407999999997,30.9,N,2017-09-04 17:00:00
21.0,119.4,98809.05,95.26844,303.75653,2.6088113999999996,314.85013,29.9,N,2017-09-04 18:00:00
24.0,101.8,98836.51,127.65558999999999,302.53143,1.9155699000000002,322.5159,28.6,N,2017-09-04 19:00:00
26.0,84.6,98882.13,21.335007,301.65836,0.12433443,71.87042,26.2,N,2017-09-04 20:00:00
27.0,73.4,98901.875,21.194191,300.07547,1.8443537,276.5656,28.5,N,2017-09-04 21:00:00
27.0,67.9,98916.68,21.089423999999998,297.16455,2.6569679,286.6519,34.6,N,2017-09-04 22:00:00
29.0,71.9,98925.86,76.91341,296.03955,3.3437087999999995,293.57687000000004,36.2,N,2017-09-04 23:00:00
30.0,76.4,98928.266,147.21011000000001,291.3937,3.546565,267.89813,59.3,N,2017-09-05 00:00:00
26.0,78.7,98955.75,157.59642,290.86792,3.397946,270.06917999999996,56.6,N,2017-09-05 01:00:00
21.0,78.4,99013.87,172.57728999999998,290.28427,3.1720938999999997,276.13394,58.5,N,2017-09-05 02:00:00
25.0,74.5,99069.086,165.92671,289.5777,3.1497946,270.63745,65.0,N,2017-09-05 03:00:00
20.0,66.5,99120.66,155.54076,288.9303,2.9885728,280.38696,69.6,N,2017-09-05 04:00:00
13.0,50.6,99143.89,155.3417,288.22112999999996,2.6801247999999998,277.34087999999997,74.0,N,2017-09-05 05:00:00
8.0,38.8,99154.11,161.2616,287.50253,2.66076,285.51077000000004,77.0,N,2017-09-05 06:00:00
,45.3,99178.0,50.59386,290.99838,3.6371366999999997,322.28912,61.6,N,2017-09-05 07:00:00
,68.4,99176.04,162.42989,294.03972999999996,3.8766084000000003,334.27316,50.2,N,2017-09-05 08:00:00
27.0,91.2,99179.75,555.3926,296.88482999999997,3.6755044000000003,344.74246,39.2,N,2017-09-05 09:00:00
30.0,113.4,99151.85,579.9713,299.12964,3.9799361000000006,347.91177000000005,32.8,N,2017-09-05 10:00:00
33.0,127.4,99097.51,666.3322,301.22717,3.9434607,341.3953,29.3,N,2017-09-05 11:00:00
37.0,160.6,99054.39,714.42224,303.43494,3.3132087999999995,340.9996,26.0,N,2017-09-05 12:00:00
40.0,204.7,98960.82,747.8923,305.17886,2.0252209,4.500549299999999,23.1,N,2017-09-05 13:00:00
44.0,232.3,98896.89,594.3067599999999,306.19678,1.1425285,42.014465,21.6,N,2017-09-05 14:00:00
45.0,243.6,98839.086,510.44992,307.07825,0.6105335999999999,54.392365000000005,20.4,N,2017-09-05 15:00:00
45.0,237.7,98779.555,428.33508,307.37097,0.30082482,312.83148,19.9,N,2017-09-05 16:00:00
39.0,215.2,98740.76,160.56784,304.9345,0.8878806999999999,248.52122000000003,28.9,N,2017-09-05 17:00:00
21.0,223.2,98693.445,21.532936,304.66193,1.8020990000000001,229.71515,24.1,N,2017-09-05 18:00:00
21.0,214.1,98697.0,21.4552,302.10944,2.654584,245.30147999999997,26.2,N,2017-09-05 19:00:00
28.0,208.1,98725.12,66.34213000000001,300.43692000000004,3.3078449,258.19955,28.9,N,2017-09-05 20:00:00
25.0,187.6,98733.61,68.76108599999999,299.13535,2.9848453999999998,272.61672999999996,29.9,N,2017-09-05 21:00:00
24.0,165.4,98757.43,39.361317,296.8556,2.778397,281.4122,36.7,N,2017-09-05 22:00:00
22.0,151.5,98776.52,20.940468,295.70044,2.1665403999999997,282.14737,40.4,N,2017-09-05 23:00:00
22.0,140.9,98913.38,100.08099,290.85416000000004,3.0482294999999997,263.8841,69.2,N,2017-09-06 00:00:00
23.0,132.6,98920.5,80.78956600000001,290.10402999999997,2.5397906000000003,270.86773999999997,69.1,N,2017-09-06 01:00:00
,123.3,98939.65,77.60716,289.8359,2.6701295,267.0614,67.8,N,2017-09-06 02:00:00
21.0,116.7,98962.41,88.274445,289.00203999999997,2.6429667,274.05832000000004,66.3,N,2017-09-06 03:00:00
17.0,118.1,99001.92,140.44957,288.76157,2.349109,268.8273,63.4,N,2017-09-06 04:00:00
11.0,109.8,99023.805,129.03873000000002,287.77805,2.6340144,261.03292999999996,66.3,N,2017-09-06 05:00:00
6.0,93.5,99038.27,99.428925,286.92337000000003,2.7762689999999997,265.86242999999996,68.8,N,2017-09-06 06:00:00
7.0,82.7,99062.71,90.15151,290.00015,1.9396060000000002,277.72775,58.2,N,2017-09-06 07:00:00
19.0,89.9,99045.76,214.23949,292.32385,1.4918802,290.99152000000004,49.6,N,2017-09-06 08:00:00
27.0,95.6,99042.71,328.4493,294.38995,1.7229607,314.63937000000004,43.6,N,2017-09-06 09:00:00
35.0,102.2,99006.59,351.5409,296.65796,1.8500353999999999,341.4249,40.4,N,2017-09-06 10:00:00
42.0,111.1,98952.69,453.00293,298.83292,2.1886048,0.19995117,35.7,N,2017-09-06 11:00:00
50.0,119.0,98899.78,516.00854,300.75385,2.1027906,3.8353882000000006,31.1,N,2017-09-06 12:00:00
55.0,127.7,98787.29,513.5416,302.1411,1.7696843999999998,4.468292,28.0,N,2017-09-06 13:00:00
60.0,141.6,98707.35,502.5716,303.16116,1.2917085,16.216827,26.3,N,2017-09-06 14:00:00
62.0,152.5,98631.42,487.43933,303.94138,0.99157345,34.690582,24.8,N,2017-09-06 15:00:00
57.0,154.6,98560.12,407.15375,304.21127,0.6853345999999999,30.70877,24.4,N,2017-09-06 16:00:00
34.0,150.2,98509.01,135.45006,301.89713,0.16394384,194.53954,34.3,N,2017-09-06 17:00:00
32.0,157.2,98457.58,21.326881,301.74734,1.5686501,187.13625,29.9,N,2017-09-06 18:00:00
37.0,165.9,98455.125,21.286057,299.89867999999996,2.543022,201.57238999999998,30.7,N,2017-09-06 19:00:00
41.0,171.1,98464.805,25.05309,299.28726,3.0192685,210.46977,30.9,N,2017-09-06 20:00:00
40.0,163.9,98443.22,37.361584,299.04352,3.2141201,216.85776,30.8,N,2017-09-06 21:00:00
40.0,134.1,98435.82,72.05354,298.13947,4.512335,225.95522999999997,36.6,N,2017-09-06 22:00:00
37.0,132.4,98440.44,71.61165,297.7684,3.8763392,230.62887999999998,38.8,N,2017-09-06 23:00:00
36.0,124.7,98574.734,73.57989,293.5945,3.4649089999999996,217.30559,40.5,N,2017-09-07 00:00:00
36.0,92.8,98588.4,75.666954,292.94266,3.4583894999999996,209.92372000000003,42.3,N,2017-09-07 01:00:00
17.0,3.7,98630.35,78.59203000000001,291.8842,3.5745440000000004,196.67857,47.5,N,2017-09-07 02:00:00
12.0,0.0,98637.07,72.30431,291.24197000000004,4.180214,195.86903,70.3,N,2017-09-07 03:00:00
7.0,0.0,98660.836,65.15765999999999,290.90845,4.036719000000001,193.69475,78.3,N,2017-09-07 04:00:00
4.0,1.4,98680.195,62.855103,290.52148,3.5411355,198.46803,77.7,N,2017-09-07 05:00:00
6.0,7.8,98682.9,64.29583000000001,289.90894,3.446044,202.3408,78.4,N,2017-09-07 06:00:00
4.0,19.0,98710.75,21.244638000000002,293.1515,1.3945512,206.18802,65.7,N,2017-09-07 07:00:00
10.0,36.6,98694.98,72.91506,292.84775,1.1070813999999998,28.964508000000002,62.1,N,2017-09-07 08:00:00
12.0,90.1,98679.99,114.04818999999999,293.55508,2.0244968,16.42746,56.8,N,2017-09-07 09:00:00
24.0,146.1,98660.59,251.95905,296.0472,1.6835397,25.550017999999998,49.1,N,2017-09-07 10:00:00
35.0,185.7,98611.836,419.60892,298.41638,1.7761223000000002,15.904449,43.9,N,2017-09-07 11:00:00
44.0,202.0,98556.99,454.92157000000003,300.33737,1.9633462,16.560394,39.9,N,2017-09-07 12:00:00
51.0,202.5,98443.24,546.06805,302.04855,1.7104386000000003,9.05838,36.7,N,2017-09-07 13:00:00
53.0,202.5,98376.586,628.30426,303.3696,1.4757645000000001,20.156128,34.1,N,2017-09-07 14:00:00
57.0,204.8,98314.02,649.8312400000001,304.06934,1.5176908000000002,41.92398,32.6,N,2017-09-07 15:00:00
52.0,210.2,98241.68,518.0725,304.10287,2.091189,74.0842,32.9,N,2017-09-07 16:00:00
35.0,193.1,98192.65,121.62873,302.5904,2.58038,106.44929499999999,43.8,N,2017-09-07 17:00:00
24.0,181.9,98148.23,78.93741999999999,299.73514,2.5946372,132.18018,44.4,N,2017-09-07 18:00:00
37.0,169.9,98171.42,85.31205,299.0671,4.2674327000000005,195.86461,42.9,N,2017-09-07 19:00:00
42.0,166.7,98215.88,76.212135,298.4561,4.251822,186.61553999999998,41.6,N,2017-09-07 20:00:00
34.0,161.6,98239.234,76.760574,298.0,3.3057627999999997,210.56877000000003,42.6,N,2017-09-07 21:00:00
34.0,149.5,98264.27,80.16858,297.26523,3.1781634999999997,219.06183,45.9,N,2017-09-07 22:00:00
34.0,116.5,98298.08,112.68665,296.70178,5.028565400000001,197.92752,47.0,N,2017-09-07 23:00:00
34.0,68.1,98441.64,117.02275,294.51837,7.8385525,192.51641999999998,62.7,N,2017-09-08 00:00:00
31.0,28.9,98509.71,166.72404,294.4724,8.7854185,182.46437,64.2,N,2017-09-08 01:00:00
,35.0,98442.805,63.970364000000004,293.61578,4.6889696,221.44727999999998,66.7,N,2017-09-08 02:00:00
29.0,33.9,98499.49,113.56963,292.11047,2.970862,200.77353,74.7,N,2017-09-08 03:00:00
26.0,31.0,98496.65,73.18618000000001,292.69318,3.7032528,211.7245,71.0,N,2017-09-08 04:00:00
22.0,20.4,98569.59,67.925446,291.33977999999996,3.2995148000000003,209.47823,76.7,N,2017-09-08 05:00:00
23.0,20.1,98629.57,82.65900400000001,290.65463,5.069175700000001,194.5934,79.1,N,2017-09-08 06:00:00
26.0,28.5,98678.74,62.187233,293.03278,5.3207884000000005,196.60135,70.2,N,2017-09-08 07:00:00
31.0,42.4,98707.44,252.59346000000002,295.3661,5.0907364,214.86864,60.7,N,2017-09-08 08:00:00
37.0,55.7,98731.26,561.1007,297.1106,2.9969537,223.48563,54.3,N,2017-09-08 09:00:00
41.0,59.9,98722.8,745.8236,298.50073,1.4403508,221.19203,50.3,N,2017-09-08 10:00:00
44.0,59.7,98696.65,872.97815,299.95386,1.7070553,204.43517,46.5,N,2017-09-08 11:00:00
48.0,63.4,98656.2,1065.838,301.45493,1.5982065,211.74055,41.4,N,2017-09-08 12:00:00
52.0,70.0,98581.3,1159.3027,302.56046000000003,1.6579833,213.66612,37.3,N,2017-09-08 13:00:00
55.0,75.7,98513.266,1196.8627,303.32678,1.6037251000000001,246.1993,35.1,N,2017-09-08 14:00:00
55.0,81.2,98443.41,1224.1812,303.75818,1.9506071,260.8095,33.0,N,2017-09-08 15:00:00
55.0,78.2,98399.96,1089.8954,303.68964,2.9934447,257.10806,32.8,N,2017-09-08 16:00:00
53.0,66.9,98388.85,868.6022,302.79614,3.4944882000000006,236.16711,37.0,N,2017-09-08 17:00:00
48.0,51.2,98384.55,555.1366,299.60886,2.4137168,210.00804,45.3,N,2017-09-08 18:00:00
45.0,12.7,98425.555,365.29782,299.7615,6.627771000000001,218.99506,42.6,N,2017-09-08 19:00:00
41.0,4.9,98453.67,253.42233,298.48787999999996,6.681717,217.80147000000002,48.3,N,2017-09-08 20:00:00
37.0,0.1,98449.734,235.13832000000002,297.0434,8.213791,209.1269,52.5,N,2017-09-08 21:00:00
32.0,0.7,98554.664,254.55055,293.9807,3.0541635,230.0654,64.8,N,2017-09-08 22:00:00
30.0,9.4,98629.234,167.60349,293.74994,5.9213347,204.24965,65.5,N,2017-09-08 23:00:00
26.0,12.3,98722.055,148.51321000000002,293.80133,6.365458,209.2777,67.8,N,2017-09-09 00:00:00
27.0,15.3,98741.6,135.04393000000002,292.70135,7.371592999999999,198.97215,72.6,N,2017-09-09 01:00:00
28.0,17.8,98793.06,186.33255,292.05054,8.401319,210.62785,74.8,N,2017-09-09 02:00:00
28.0,18.5,98823.63,133.81984,291.76068,6.591239999999999,213.82032999999998,75.3,N,2017-09-09 03:00:00
29.0,18.1,98916.67,166.98686,291.03152,7.029314,215.6136,78.1,N,2017-09-09 04:00:00
28.0,16.4,98969.586,119.642075,290.73636,5.763523999999999,212.80856,78.5,N,2017-09-09 05:00:00
28.0,18.4,98998.13,79.23688,290.27493,6.103547,196.22044,80.5,N,2017-09-09 06:00:00
30.0,20.6,99062.695,108.33734,291.86838,6.225012,194.82185,73.9,N,2017-09-09 07:00:00
33.0,28.2,99083.23,233.30219,293.86843999999996,5.333679,194.23785,65.6,N,2017-09-09 08:00:00
38.0,34.5,99125.54,761.6526,295.86206,3.3473935,212.31961,57.6,N,2017-09-09 09:00:00
43.0,33.8,99132.73,960.607,297.25165,4.1184363,216.6543,52.6,N,2017-09-09 10:00:00
46.0,34.3,99110.88,1086.7129,298.50327000000004,4.9894805,223.84534,48.0,N,2017-09-09 11:00:00
47.0,36.3,99096.36,1327.7693,299.99545,5.603455,223.39001000000002,39.8,N,2017-09-09 12:00:00
47.0,37.5,99022.69,1508.0498,301.0981,6.1589513,221.63771,30.9,N,2017-09-09 13:00:00
50.0,37.9,98978.44,1516.8098,301.63638,6.399911,220.16917,27.4,N,2017-09-09 14:00:00
54.0,37.5,98964.29,1614.3204,301.87534,5.805182,224.53406,25.5,N,2017-09-09 15:00:00
50.0,36.0,98963.11,1395.6942,301.74078,5.8203487,224.15039,26.2,N,2017-09-09 16:00:00
43.0,33.7,98991.71,618.14276,300.98175,6.13662,215.90735,30.7,N,2017-09-09 17:00:00
36.0,30.6,98987.65,390.6842,299.4318,6.4869547,207.983,34.7,N,2017-09-09 18:00:00
32.0,24.0,99145.05,494.33057,296.7431,4.9901304,310.50742,39.9,N,2017-09-09 19:00:00
29.0,22.7,99255.3,455.28455,294.9748,4.850731400000001,317.1092,48.8,N,2017-09-09 20:00:00
28.0,21.0,99334.51,297.10892,292.9013,2.4777082999999998,294.46558,57.6,N,2017-09-09 21:00:00
23.0,21.5,99418.88,90.1021,292.11206,2.783457,246.6204,61.1,N,2017-09-09 22:00:00
22.0,20.9,99489.68,111.10513,292.91135,2.364661,254.56002999999998,59.1,N,2017-09-09 23:00:00
26.0,21.7,99567.5,323.16934,292.76675,2.7657833,296.7836,60.1,N,2017-09-10 00:00:00
25.0,20.9,99586.336,98.92635,292.28442,1.4076773999999999,260.12735,63.0,N,2017-09-10 01:00:00
,23.3,99626.03,75.16334499999999,292.08383,1.7553232,252.11057000000002,62.9,N,2017-09-10 02:00:00
,25.7,99643.15,499.73834000000005,292.30246,1.0190192,253.27900000000002,61.0,N,2017-09-10 03:00:00
,25.7,99675.43,402.9456,291.7593,1.1832942,211.43375,63.7,N,2017-09-10 04:00:00
,24.7,99709.2,369.0156,290.22112999999996,0.4185687,187.25417,67.6,N,2017-09-10 05:00:00
,21.6,99757.99,20.482712,289.55887,0.41733187,230.6721,68.8,N,2017-09-10 06:00:00
,21.7,99847.98,186.82417,291.11602999999997,0.49627429999999995,280.44345,62.8,N,2017-09-10 07:00:00
,23.6,99893.305,402.84857,291.65295,1.8755391,328.22046,58.3,N,2017-09-10 08:00:00
,25.3,99925.164,530.2438400000001,292.3288,1.9696319,354.8104,52.5,N,2017-09-10 09:00:00
,27.7,99940.664,565.3236,293.2375,1.222306,27.598358,49.8,N,2017-09-10 10:00:00
,32.1,99926.02,963.9386,294.85562000000004,1.702602,29.709442,48.2,N,2017-09-10 11:00:00
,36.3,99904.83,988.8647,295.9198,2.4314187,31.468445000000003,46.2,N,2017-09-10 12:00:00
,39.3,99837.55,971.6933,296.7806,2.3165832,35.466705,44.6,N,2017-09-10 13:00:00
,40.8,99784.41,935.8574,297.6425,2.0879238,28.678131,42.6,N,2017-09-10 14:00:00
,40.4,99726.31,761.76086,298.18002,2.0002296000000004,19.948944,40.9,N,2017-09-10 15:00:00
,37.7,99678.06,649.4445,298.35532,1.9769683999999998,25.668335,39.4,N,2017-09-10 16:00:00
,30.3,99661.54,567.9643,297.7073,1.9772712,23.40445,41.7,N,2017-09-10 17:00:00
,19.9,99634.984,115.5841,295.74133,1.6769471000000002,33.130066,41.7,N,2017-09-10 18:00:00
,15.0,99690.25,20.822815,294.47656,1.6858233,114.72285500000001,41.4,N,2017-09-10 19:00:00
,27.8,99731.78,20.797691,293.26605,2.1951158,155.5,44.8,N,2017-09-10 20:00:00
,30.6,99721.85,20.744751,293.38254,1.8288963,147.95443999999998,42.5,N,2017-09-10 21:00:00
,29.7,99714.016,20.654854,292.13287,1.3473036,134.79208,46.6,N,2017-09-10 22:00:00
,29.3,99712.516,20.567871,290.82202,1.294617,133.5675,52.0,N,2017-09-10 23:00:00
,26.9,99660.69,20.562804999999997,290.6706,0.55048215,297.73346000000004,53.4,N,2017-09-11 00:00:00
,28.9,99657.49,20.446335,289.24838,1.2555825,254.81522999999999,58.3,N,2017-09-11 01:00:00
,28.6,99684.13,20.462067,289.3591,1.3610011,265.56088,58.8,N,2017-09-11 02:00:00
,24.4,99674.28,20.296004999999997,287.21924,1.5223993999999998,285.9478,68.6,N,2017-09-11 03:00:00
,21.6,99684.75,20.257622,286.42047,1.7017012999999999,272.8557,72.3,N,2017-09-11 04:00:00
,19.2,99690.836,20.27575,286.7655,1.5323938999999998,265.39417000000003,70.6,N,2017-09-11 05:00:00
,15.4,99669.945,20.267632,286.4535,1.8023189,273.50403,71.5,N,2017-09-11 06:00:00
,14.2,99710.766,47.423283000000005,288.20044,1.0060145,316.21365,65.7,N,2017-09-11 07:00:00
26.0,19.6,99699.82,165.09918000000002,290.392,0.90995187,320.17096000000004,57.0,N,2017-09-11 08:00:00
30.0,24.3,99673.55,271.05343999999997,292.5633,1.9770452,321.3607,49.5,N,2017-09-11 09:00:00
38.0,30.5,99632.75,315.22623,294.63498,2.4372716,339.58475,42.3,N,2017-09-11 10:00:00
52.0,34.9,99551.06,369.96564,296.75854,2.4249508,354.60147,36.4,N,2017-09-11 11:00:00
57.0,37.1,99472.516,472.91602,298.79427999999996,2.1750097000000004,2.8887023999999997,32.1,N,2017-09-11 12:00:00
60.0,39.2,99350.93,518.2977,300.37503,2.0406618,9.827301,27.1,N,2017-09-11 13:00:00
61.0,42.7,99245.7,561.55524,301.59634,1.7920383000000002,9.628936999999999,22.1,N,2017-09-11 14:00:00
61.0,43.8,99147.64,572.79297,302.3366,1.398974,8.952881,19.4,N,2017-09-11 15:00:00
63.0,42.3,99068.984,504.80527,302.46152,0.8014817,17.10614,18.7,N,2017-09-11 16:00:00
52.0,38.4,99015.47,255.5902,299.81866,0.33722708,133.75848,27.9,N,2017-09-11 17:00:00
38.0,39.2,98960.28,21.125412,299.3662,1.5596267,173.84868,24.2,N,2017-09-11 18:00:00
37.0,39.3,98971.35,21.077552999999998,297.4601,2.5289896,186.2541,25.6,N,2017-09-11 19:00:00
40.0,38.1,98973.58,21.067497,297.0302,2.71335,177.4377,26.1,N,2017-09-11 20:00:00
42.0,37.6,98959.21,21.064102,297.58423,2.3067342999999996,177.55757,26.0,N,2017-09-11 21:00:00
43.0,33.8,98954.6,20.951202,296.82473999999996,1.8348631000000002,157.04842,27.8,N,2017-09-11 22:00:00
43.0,28.9,98961.02,26.352059999999998,291.3221,2.5500743,110.03125,41.8,N,2017-09-11 23:00:00
42.0,31.7,98991.836,20.577164,291.17505,0.6853009,231.07032999999998,43.2,N,2017-09-12 00:00:00
40.0,35.4,98985.54,20.557632,291.27332,1.4493586999999999,255.05162,39.4,N,2017-09-12 01:00:00
,34.5,98983.59,20.503838000000002,290.53076,1.9303308000000001,256.42303,42.1,N,2017-09-12 02:00:00
36.0,33.0,98953.836,20.480942000000002,289.75064,2.1090167,268.46365,44.5,N,2017-09-12 03:00:00
28.0,29.1,98965.07,20.431107,289.39856000000003,1.4829510000000001,257.61963,47.6,N,2017-09-12 04:00:00
15.0,23.9,98951.734,20.413414000000003,289.04807,1.5822969999999998,262.84766,51.1,N,2017-09-12 05:00:00
10.0,21.6,98940.73,20.395615,288.69723999999997,1.3123888000000001,257.0697,52.6,N,2017-09-12 06:00:00
8.0,14.3,98964.4,34.321674,288.57473999999996,0.6520071999999999,35.50479,57.0,N,2017-09-12 07:00:00
18.0,21.2,98963.58,83.274704,290.7304,0.92222756,31.766083000000002,49.7,N,2017-09-12 08:00:00
28.0,37.2,98958.15,196.47816,293.62146,1.1868372999999999,321.67093,41.9,N,2017-09-12 09:00:00
44.0,51.6,98923.05,283.12137,296.598,1.271703,359.426,35.0,N,2017-09-12 10:00:00
63.0,64.1,98833.75,271.70453,298.53986000000003,2.2772574,22.29712,31.5,N,2017-09-12 11:00:00
72.0,78.0,98759.25,444.81116,300.53955,1.9745142,32.408446999999995,28.2,N,2017-09-12 12:00:00
60.0,89.1,98655.12,548.3723,302.21225,1.9494747,49.050446,25.6,N,2017-09-12 13:00:00
55.0,87.4,98554.375,625.82135,303.45624,2.066152,58.207153000000005,23.8,N,2017-09-12 14:00:00
61.0,63.2,98474.086,843.2954,304.4635,1.1445926000000002,60.697906,21.5,N,2017-09-12 15:00:00
60.0,48.1,98402.734,899.8159,304.83374,1.3419335,223.89097999999998,18.2,N,2017-09-12 16:00:00
59.0,40.9,98354.12,558.0642,302.0359,1.8160748,220.79196000000002,25.3,N,2017-09-12 17:00:00
47.0,44.7,98323.58,182.76416,299.5792,2.248468,212.69116,24.8,N,2017-09-12 18:00:00
37.0,46.1,98323.17,123.102,298.09427,2.9369178,200.82088000000002,27.0,N,2017-09-12 19:00:00
40.0,37.5,98456.234,223.7442,297.11362,5.0677389999999995,325.0993,31.3,N,2017-09-12 20:00:00
35.0,28.6,98478.695,427.49594,294.42758,3.0266213,289.5453,45.3,N,2017-09-12 21:00:00
30.0,27.5,98519.234,468.10263,293.26556,3.1907417999999996,305.75986,45.1,N,2017-09-12 22:00:00
29.0,27.9,98584.64,348.23996,292.39606000000003,2.7086394,258.08948,49.7,N,2017-09-12 23:00:00
26.0,28.4,98676.664,492.2142,292.41643999999997,2.376662,237.58427000000003,51.4,N,2017-09-13 00:00:00
27.0,27.2,98666.56,275.1424,292.71716000000004,0.6441216,292.93097,50.2,N,2017-09-13 01:00:00
31.0,15.9,98698.37,74.925514,290.128,3.1623878,201.48064,59.7,N,2017-09-13 02:00:00
28.0,14.2,98699.266,66.49616999999999,289.76364,4.355795400000001,188.13646,67.0,N,2017-09-13 03:00:00
26.0,16.2,98741.07,66.26498000000001,288.73566,2.917678,223.0377,68.7,N,2017-09-13 04:00:00
21.0,20.8,98754.92,255.41974,288.83727999999996,2.344213,237.9922,62.3,N,2017-09-13 05:00:00
21.0,23.2,98764.86,284.74664,287.59738,2.9538577,233.80101000000002,67.2,N,2017-09-13 06:00:00
18.0,27.2,98809.25,216.45252999999997,290.25973999999997,2.6524146,268.27835,59.5,N,2017-09-13 07:00:00
31.0,33.0,98828.94,422.3589,291.48007,2.9363909,321.67136,55.3,N,2017-09-13 08:00:00
44.0,38.0,98841.836,706.0868,293.15576,3.7386227,333.73166000000003,44.2,N,2017-09-13 09:00:00
49.0,41.7,98826.15,979.2946,294.28238,2.4587429,339.40695,38.5,N,2017-09-13 10:00:00
51.0,44.4,98781.85,1262.7959,295.377,1.8144295,341.2138,34.7,N,2017-09-13 11:00:00
50.0,44.8,98745.54,1485.8634,296.3471,1.7093330000000002,335.45944,31.9,N,2017-09-13 12:00:00
51.0,45.3,98662.414,1552.3811,297.12503,1.4889023000000001,336.61346000000003,30.1,N,2017-09-13 13:00:00
53.0,47.0,98596.0,1663.0531,297.68023999999997,1.8314301,4.22406,29.0,N,2017-09-13 14:00:00
53.0,46.9,98547.8,1735.6631,297.99197000000004,2.1386952,10.460785000000001,27.7,N,2017-09-13 15:00:00
51.0,44.7,98509.734,1330.1055,297.81027,2.7142239,20.621307,27.0,N,2017-09-13 16:00:00
50.0,36.8,98495.01,1011.07965,296.4173,2.5055506000000003,20.579681,34.0,N,2017-09-13 17:00:00
30.0,28.5,98485.44,156.1112,294.7558,1.7970979,7.856536999999999,33.4,N,2017-09-13 18:00:00
26.0,27.7,98513.37,20.720474,293.93048,1.183333,228.36922,35.6,N,2017-09-13 19:00:00
28.0,36.5,98531.234,27.377641999999998,292.3639,2.6024947,192.91635,38.2,N,2017-09-13 20:00:00
27.0,36.5,98543.234,20.651054000000002,293.0584,1.7350553,163.85027,34.9,N,2017-09-13 21:00:00
22.0,32.7,98592.58,20.381926999999997,289.13846,1.7842863999999998,320.03616,45.7,N,2017-09-13 22:00:00
30.0,36.3,98614.14,194.53625,289.44412,1.8889031000000003,260.4037,42.5,N,2017-09-13 23:00:00
34.0,33.5,98574.48,223.31769,288.41336,2.8127517999999996,280.14752000000004,37.6,N,2017-09-14 00:00:00
30.0,38.4,98612.52,248.32343999999998,287.77036,3.0526009,273.32227,36.3,N,2017-09-14 01:00:00
,41.3,98659.555,283.57403999999997,287.34897,2.6670432,295.4841,37.0,N,2017-09-14 02:00:00
,42.0,98688.68,304.71143,286.98373,2.0716593,307.66677999999996,38.5,N,2017-09-14 03:00:00
,40.6,98741.1,383.98386,286.24112,2.7050883999999997,300.19473,41.5,N,2017-09-14 04:00:00
,37.2,98763.95,438.09985,285.64563,3.1009462,300.3712,45.3,N,2017-09-14 05:00:00
,34.3,98808.59,405.16837000000004,284.76395,3.091586,305.885,49.1,N,2017-09-14 06:00:00
,38.9,98859.21,60.193194999999996,287.59546,4.1488,331.70187000000004,41.6,N,2017-09-14 07:00:00
,41.7,98875.12,452.34005999999994,289.0217,5.804057,345.66112999999996,38.8,N,2017-09-14 08:00:00
,42.2,98929.81,658.94257,290.2795,4.5644884,345.64468,37.0,N,2017-09-14 09:00:00
,46.8,98910.88,761.8237,291.64114,4.0911684,348.90297999999996,35.0,N,2017-09-14 10:00:00
,55.5,98892.48,998.2353,292.93594,4.120965,350.2016,32.9,N,2017-09-14 11:00:00
,63.2,98875.805,1270.1486,294.4625,3.6880527,351.29427999999996,30.5,N,2017-09-14 12:00:00
