Kennewick.O3,Kennewick.OZONE_AIRPACT4,WRF_4km_BCAA.Surface_pres_Pa,WRF_4km_BCAA.PBL_m,WRF_4km_BCAA.T_K,WRF_4km_BCAA.windspeed_m_per_s,WRF_4km_BCAA.WindDir_deg,WRF_4km_BCAA.RH_pct,Wildfire_smoke_caused_excess_ozone_YN,date
50.0,47.8,99400.4,565.1227,302.59802,2.160237,358.78287,21.6,N,2018-07-23 11:00:00
52.0,49.4,99357.34,869.7643400000001,304.63947,2.1190326,9.7547,17.4,N,2018-07-23 12:00:00
52.0,50.8,99263.38,1194.4082,306.0144,2.4059074000000003,21.037994,14.1,N,2018-07-23 13:00:00
55.0,53.4,99199.23,1397.8533,306.9056,2.2277598,18.514313,12.6,N,2018-07-23 14:00:00
54.0,54.9,99131.836,1437.9337,307.43427,2.0203776,0.92718506,12.2,N,2018-07-23 15:00:00
54.0,54.3,99063.414,1205.8241,307.65323,1.8546932,355.8403,11.9,N,2018-07-23 16:00:00
54.0,50.9,99039.14,969.7119,307.49304,1.9822656000000003,4.199523999999999,11.8,N,2018-07-23 17:00:00
52.0,38.5,99010.41,471.83087,305.06656,1.8957675999999999,37.540436,13.4,N,2018-07-23 18:00:00
42.0,35.4,99014.71,69.80433000000001,304.1207,1.5617324,98.49977,15.0,N,2018-07-23 19:00:00
41.0,50.4,99031.016,64.47505,301.20502,3.0340705000000003,163.45148999999998,17.2,N,2018-07-23 20:00:00
46.0,51.8,99018.81,69.58429,300.3324,3.589732,172.40306,18.8,N,2018-07-23 21:00:00
47.0,51.2,99023.38,77.63821,299.88527999999997,4.2141013,183.43355,18.6,N,2018-07-23 22:00:00
40.0,51.7,99040.28,79.93557,299.39777000000004,3.9002757000000003,186.70381,18.7,N,2018-07-23 23:00:00
23.0,45.0,99110.06,20.850807,295.60876,0.8609912000000001,242.20926,21.9,N,2018-07-24 00:00:00
15.0,40.5,99105.45,82.49403000000001,294.15878,3.5430226,252.80292000000003,37.5,N,2018-07-24 01:00:00
35.0,41.3,99135.336,120.81268,294.1825,3.2586953999999997,268.387,36.3,N,2018-07-24 02:00:00
35.0,41.7,99142.6,74.208336,293.75397000000004,3.165726,246.0624,37.8,N,2018-07-24 03:00:00
31.0,41.6,99181.33,77.39851,293.30615,3.6453052,248.02048,39.8,N,2018-07-24 04:00:00
16.0,39.6,99213.43,70.1472,292.95157,3.5087945,240.88083999999998,40.7,N,2018-07-24 05:00:00
17.0,34.8,99246.03,87.878555,295.11255,1.8510145,247.85452,37.7,N,2018-07-24 06:00:00
,28.3,99296.12,80.689064,296.94934,0.7319251999999999,27.363983,35.0,N,2018-07-24 07:00:00
,37.7,99295.914,207.54744,298.54755,1.4902639,26.517028999999997,31.6,N,2018-07-24 08:00:00
52.0,45.0,99299.82,680.5006,300.74265,1.8746488000000001,16.113402999999998,26.5,N,2018-07-24 09:00:00
62.0,53.3,99276.27,788.3065,302.25955,2.163996,31.672667999999998,24.6,N,2018-07-24 10:00:00
69.0,62.3,99238.21,1012.72705,303.93667999999997,1.9091113000000002,38.828033000000005,22.3,N,2018-07-24 11:00:00
75.0,66.2,99210.45,1231.4641,305.49692000000005,1.7250165000000002,36.176666,20.1,N,2018-07-24 12:00:00
81.0,64.0,99135.375,1458.0605,306.69882,2.0416563,22.331207,18.0,N,2018-07-24 13:00:00
83.0,61.2,99084.0,1548.3811,307.53476,2.2230296000000003,14.612213,16.3,N,2018-07-24 14:00:00
84.0,60.2,99032.85,1667.9344,308.12842,2.2510796,18.189545000000003,15.0,N,2018-07-24 15:00:00
80.0,60.1,98991.9,1400.1465,308.26636,2.277362,30.829285,14.7,N,2018-07-24 16:00:00
76.0,58.7,98978.96,968.86694,307.97195,2.2894982999999995,60.873016,15.0,N,2018-07-24 17:00:00
73.0,52.8,98967.1,650.57556,306.19653,2.978539,103.499084,16.7,N,2018-07-24 18:00:00
67.0,55.1,98976.08,134.35003999999998,303.4962,2.1647184,133.70427,20.6,N,2018-07-24 19:00:00
61.0,61.2,99005.56,78.01588000000001,301.8559,3.0486388,154.83071999999999,21.1,N,2018-07-24 20:00:00
59.0,55.1,99012.75,69.70396,301.08545,3.325219,165.63173,22.0,N,2018-07-24 21:00:00
47.0,49.8,99055.516,65.59165,300.41885,3.6167262000000004,178.2593,21.7,N,2018-07-24 22:00:00
40.0,47.2,99164.42,68.57785,299.00504,2.7255778,255.68637,24.0,N,2018-07-24 23:00:00
42.0,42.6,99190.71,237.32664,296.83173,2.87827,243.8555,27.9,N,2018-07-25 00:00:00
43.0,38.8,99192.54,266.04037,296.26135,3.258473,243.03294,29.4,N,2018-07-25 01:00:00
,38.3,99218.04,273.64816,295.55742999999995,3.5424833,244.53276,31.0,N,2018-07-25 02:00:00
40.0,36.6,99239.7,185.23897,294.64197,3.4876492,252.44194,34.6,N,2018-07-25 03:00:00
34.0,35.1,99315.32,101.5084,293.70578,3.886513,248.22997,38.2,N,2018-07-25 04:00:00
23.0,34.5,99350.125,96.57134,293.20337,4.489662,244.60962999999998,38.5,N,2018-07-25 05:00:00
19.0,32.6,99385.03,363.2223,295.9955,3.8478775,263.62277,33.4,N,2018-07-25 06:00:00
31.0,32.1,99444.41,369.2678,297.5232,2.5196366,312.491,32.2,N,2018-07-25 07:00:00
44.0,34.8,99455.16,445.5087,298.5304,1.947993,324.22397,31.2,N,2018-07-25 08:00:00
49.0,39.3,99467.99,512.6478,300.33743,2.1474273,330.41873,28.6,N,2018-07-25 09:00:00
53.0,42.5,99442.38,707.2591,302.41684,2.2911525,327.91586,24.2,N,2018-07-25 10:00:00
59.0,45.1,99398.9,909.4323,304.1977,2.1680987000000003,333.63977,21.5,N,2018-07-25 11:00:00
61.0,47.4,99367.11,1092.8578,305.80697999999995,2.0500993999999997,342.76602,19.1,N,2018-07-25 12:00:00
64.0,49.2,99280.43,1335.1841,307.0964,2.2474380000000003,350.3584,17.2,N,2018-07-25 13:00:00
63.0,50.5,99221.48,1501.306,308.03098,2.3547008,352.87807999999995,15.8,N,2018-07-25 14:00:00
64.0,50.7,99161.92,1680.5693,308.62286,2.3458285,349.30527,14.4,N,2018-07-25 15:00:00
65.0,50.6,99105.26,1692.0162,308.7763,2.2403553,346.4649,13.7,N,2018-07-25 16:00:00
67.0,49.7,99086.44,1325.3427,308.4793,1.6741101999999999,348.12699999999995,14.1,N,2018-07-25 17:00:00
64.0,43.9,99062.64,666.4272,305.8144,1.2662791000000002,358.02407999999997,16.9,N,2018-07-25 18:00:00
52.0,39.2,99074.445,21.580696,305.0937,0.31507498,38.611725,18.6,N,2018-07-25 19:00:00
53.0,40.2,99102.01,44.982647,302.3597,2.7993422000000003,183.91185,21.9,N,2018-07-25 20:00:00
50.0,48.1,99100.8,68.23999,301.57086,3.4346358999999995,218.05911,22.0,N,2018-07-25 21:00:00
32.0,48.6,99112.73,66.421196,301.3445,3.3305182,219.19789,21.2,N,2018-07-25 22:00:00
42.0,48.0,99131.164,65.03569,300.95232999999996,3.4358375,222.27095,21.6,N,2018-07-25 23:00:00
40.0,47.7,99198.836,390.4872,297.27862999999996,3.220532,242.72727999999998,31.8,N,2018-07-26 00:00:00
36.0,44.7,99186.41,136.87825,296.5422,3.3301148,244.21646,33.0,N,2018-07-26 01:00:00
40.0,42.1,99199.71,94.43983,296.02975,3.4514489999999998,238.9831,32.5,N,2018-07-26 02:00:00
38.0,40.7,99215.664,94.17034,295.06458,4.3467727,240.79183999999998,34.0,N,2018-07-26 03:00:00
30.0,39.4,99242.11,120.862946,294.73077,4.8042419999999995,241.35454,35.6,N,2018-07-26 04:00:00
16.0,37.1,99267.42,99.30829,294.33083999999997,4.889092,237.02942000000002,36.4,N,2018-07-26 05:00:00
24.0,37.1,99290.96,126.13883,296.62393,3.9992769999999997,242.04362000000003,33.2,N,2018-07-26 06:00:00
41.0,38.2,99334.47,390.83083999999997,299.20502,2.646433,273.0488,29.3,N,2018-07-26 07:00:00
38.0,40.1,99327.02,554.23645,300.18627999999995,1.8871826,322.01712000000003,28.4,N,2018-07-26 08:00:00
53.0,44.9,99327.25,686.36426,301.49512000000004,1.9110786,337.82858,26.4,N,2018-07-26 09:00:00
65.0,48.6,99289.86,802.5352,303.21942,1.9216772,346.05972,23.3,N,2018-07-26 10:00:00
68.0,52.0,99234.9,943.1976300000001,304.90344,1.9908805,355.31417999999996,20.7,N,2018-07-26 11:00:00
67.0,54.6,99196.336,1222.483,306.4627,1.9269560000000001,357.90616,18.4,N,2018-07-26 12:00:00
75.0,56.1,99116.78,1658.3944,307.7244,1.9640328,354.84112999999996,16.5,N,2018-07-26 13:00:00
73.0,57.2,99055.53,1845.1317,308.51373,2.1393732999999995,353.0613,15.3,N,2018-07-26 14:00:00
73.0,57.3,98993.445,1940.9135,308.92825,2.166518,353.38864,14.6,N,2018-07-26 15:00:00
73.0,56.7,98916.79,1915.4231,309.02744,2.0598319,354.1028,13.9,N,2018-07-26 16:00:00
75.0,55.3,98886.13,1493.7395,308.68892999999997,2.009867,356.6967,14.1,N,2018-07-26 17:00:00
70.0,47.2,98852.13,660.033,306.01648,1.3085523000000001,356.27017,17.0,N,2018-07-26 18:00:00
58.0,40.2,98848.586,21.583504,305.19186,0.55846924,117.99850500000001,19.1,N,2018-07-26 19:00:00
57.0,44.1,98869.016,86.285576,302.43557999999996,4.087905,180.32118,21.6,N,2018-07-26 20:00:00
59.0,48.3,98856.016,70.352776,301.79965,3.9107269999999996,195.88026000000002,22.7,N,2018-07-26 21:00:00
47.0,48.9,98861.055,81.57288,301.49902000000003,4.2643455999999995,195.06935,21.8,N,2018-07-26 22:00:00
36.0,44.1,98930.3,21.288582,301.6988,1.6745055,244.66411000000002,21.4,N,2018-07-26 23:00:00
41.0,41.4,98867.664,94.84315500000001,297.19067,3.2140372000000004,257.4672,30.6,N,2018-07-27 00:00:00
40.0,35.9,98831.4,153.0938,296.52145,3.7701826,264.97696,34.0,N,2018-07-27 01:00:00
,33.8,98848.18,129.46971000000002,295.43155,3.2437596,268.2279,37.5,N,2018-07-27 02:00:00
33.0,33.2,98881.35,102.83446500000001,294.22513,3.2073278,254.56667000000002,41.0,N,2018-07-27 03:00:00
29.0,33.7,98909.63,100.655556,294.1194,3.84069,245.87444,41.0,N,2018-07-27 04:00:00
22.0,29.8,98952.4,78.837845,293.2507,3.0202793999999997,258.82764,43.1,N,2018-07-27 05:00:00
20.0,26.1,98972.71,143.6162,295.284,2.4786363,275.66284,40.1,N,2018-07-27 06:00:00
19.0,27.7,99024.94,145.30993999999998,297.1386,1.7973318999999999,322.20162999999997,37.4,N,2018-07-27 07:00:00
34.0,34.7,99039.91,368.06323,298.3041,1.5730778,326.00055,34.0,N,2018-07-27 08:00:00
52.0,40.9,99055.78,453.87204,299.88632,2.0703924,329.00888,31.4,N,2018-07-27 09:00:00
59.0,45.9,99033.24,578.2465,302.053,2.3328338,341.93863,27.2,N,2018-07-27 10:00:00
72.0,49.0,98984.766,775.6674,304.02197,2.314216,351.46878,23.6,N,2018-07-27 11:00:00
77.0,51.7,98952.766,950.2135,305.74652000000003,2.2978330000000002,353.6606,20.7,N,2018-07-27 12:00:00
80.0,54.4,98865.39,1145.0941,307.07285,2.4733076,357.26505,18.5,N,2018-07-27 13:00:00
80.0,56.9,98807.28,1424.9514,308.06067,2.3269102999999998,1.313324,16.8,N,2018-07-27 14:00:00
81.0,59.1,98753.125,1751.0554,308.62527,1.9916634999999998,7.679168700000001,15.7,N,2018-07-27 15:00:00
79.0,60.5,98697.65,2088.5383,308.77057,1.67671,12.35022,15.3,N,2018-07-27 16:00:00
74.0,59.5,98676.7,1946.6155,308.50167999999996,1.5024046999999998,14.384003,15.5,N,2018-07-27 17:00:00
78.0,50.1,98648.49,1178.9031,305.76065,1.0165491,39.203278000000005,18.0,N,2018-07-27 18:00:00
69.0,51.0,98645.3,68.75649,305.1194,1.6551533999999999,128.53598,20.2,N,2018-07-27 19:00:00
53.0,45.5,98668.51,48.797134,302.46545,2.8020382,191.90833,21.6,N,2018-07-27 20:00:00
50.0,46.3,98658.53,23.737973999999998,302.0241,2.6829226000000004,228.27242,22.0,N,2018-07-27 21:00:00
47.0,46.8,98686.15,40.917347,301.53046,3.0122547,214.43039,21.8,N,2018-07-27 22:00:00
36.0,41.3,98722.84,90.03268,300.78082,4.7004495,203.65073999999998,22.6,N,2018-07-27 23:00:00
39.0,33.5,98680.8,115.25508,297.40134,5.025981,204.8986,36.6,N,2018-07-28 00:00:00
34.0,32.3,98684.6,131.99338,296.8726,5.686142,204.93231,39.5,N,2018-07-28 01:00:00
32.0,33.0,98708.41,139.5652,296.7603,6.101471,210.76257,41.4,N,2018-07-28 02:00:00
30.0,33.7,98735.164,161.24723999999998,296.3347,6.7271695000000005,207.1424,42.7,N,2018-07-28 03:00:00
25.0,34.0,98769.06,178.3406,295.6104,6.475129,209.65888999999999,44.6,N,2018-07-28 04:00:00
24.0,32.0,98816.84,172.30376,294.92303,6.2738085,210.28769,46.7,N,2018-07-28 05:00:00
30.0,29.4,98855.85,57.525166000000006,295.99672999999996,5.8336573,205.31843999999998,45.0,N,2018-07-28 06:00:00
36.0,33.9,98935.63,176.47887,297.60925,5.3888625999999995,207.3218,42.3,N,2018-07-28 07:00:00
42.0,39.0,98964.75,580.47656,299.64007999999995,3.4364755,217.65153999999998,37.5,N,2018-07-28 08:00:00
51.0,42.1,98980.71,757.23364,301.27213,2.107007,232.15254,34.0,N,2018-07-28 09:00:00
58.0,45.4,98969.81,935.9792,303.05997,1.456367,257.8621,30.4,N,2018-07-28 10:00:00
65.0,48.9,98931.03,1174.951,304.78275,1.0409238,315.80742999999995,27.1,N,2018-07-28 11:00:00
68.0,53.6,98910.65,1272.5735,305.99042000000003,1.6596406000000004,8.162872,25.0,N,2018-07-28 12:00:00
71.0,56.3,98856.81,1467.154,307.00278,2.1486335,18.594177,23.2,N,2018-07-28 13:00:00
72.0,56.3,98810.23,1746.7764,307.80453,2.2067661,13.941254,21.2,N,2018-07-28 14:00:00
72.0,56.1,98776.195,2076.9841,308.32416,2.1285467000000002,12.881592,19.5,N,2018-07-28 15:00:00
72.0,55.7,98743.86,2084.0618,308.46997000000005,1.9647642,13.409149,18.4,N,2018-07-28 16:00:00
61.0,53.1,98739.78,1895.6069,308.24768,2.0206625,13.15271,17.6,N,2018-07-28 17:00:00
54.0,43.0,98737.75,888.3656,306.23135,1.8277574,14.510956,18.6,N,2018-07-28 18:00:00
38.0,40.8,98753.52,21.564453,304.92368,0.9054424999999999,48.88394,20.1,N,2018-07-28 19:00:00
36.0,53.5,98803.66,31.377426,302.28528,2.5482482999999996,182.1793,26.7,N,2018-07-28 20:00:00
38.0,49.8,98822.35,25.969128,301.8697,2.7613635,209.16428,26.0,N,2018-07-28 21:00:00
41.0,45.6,98855.625,70.76491,301.11874,3.6687434000000003,214.18903999999998,26.5,N,2018-07-28 22:00:00
42.0,40.2,98896.92,88.40239,300.7355,4.982275,205.9233,32.0,N,2018-07-28 23:00:00
39.0,37.7,98959.14,20.952042000000002,296.3161,0.7344719,41.74106,39.8,N,2018-07-29 00:00:00
36.0,36.8,98977.34,24.015852,296.4694,2.9817822,212.16321000000002,37.3,N,2018-07-29 01:00:00
,37.6,99036.65,21.981958,295.14465,2.7008417000000002,276.09592000000004,42.0,N,2018-07-29 02:00:00
35.0,36.2,99007.99,100.56264,295.67035,4.7139783,241.00302000000002,41.8,N,2018-07-29 03:00:00
30.0,36.6,99057.28,79.158714,295.1782,2.8738737000000003,260.22893999999997,46.9,N,2018-07-29 04:00:00
26.0,34.9,99136.14,20.70063,292.60193,0.99594396,114.24797,54.8,N,2018-07-29 05:00:00
28.0,33.4,99181.305,29.816678999999997,295.10098,1.4225134,228.44203,49.5,N,2018-07-29 06:00:00
34.0,34.6,99261.42,304.16900000000004,297.822,1.8276331000000001,282.7297,41.8,N,2018-07-29 07:00:00
40.0,35.0,99284.8,340.05975,298.97076,3.218786,295.75854,36.4,N,2018-07-29 08:00:00
49.0,39.6,99309.914,456.32858,300.56567,3.0965781000000003,319.65143,33.6,N,2018-07-29 09:00:00
52.0,44.4,99296.42,562.60645,302.50208,2.5125062000000002,343.71878,28.5,N,2018-07-29 10:00:00
56.0,48.3,99248.68,594.60925,304.36685,2.2941847,351.79242,25.1,N,2018-07-29 11:00:00
60.0,51.2,99223.27,615.41425,306.20224,2.4408872,1.4765625,22.4,N,2018-07-29 12:00:00
63.0,51.1,99159.016,699.35065,307.85272000000003,2.2980986,16.19046,19.9,N,2018-07-29 13:00:00
64.0,49.8,99110.41,2090.63,309.41766,2.6069589,40.113556,15.1,N,2018-07-29 14:00:00
62.0,50.2,99055.66,2228.5322,309.86667,1.9864806000000002,8.467316,13.6,N,2018-07-29 15:00:00
60.0,51.1,98993.39,2282.6208,309.93787000000003,1.7873313000000002,354.1697,13.3,N,2018-07-29 16:00:00
60.0,50.0,98969.72,2301.6443,309.65067,1.7528685000000002,336.28342000000004,13.7,N,2018-07-29 17:00:00
51.0,42.0,98944.35,1037.6956,307.34552,1.8448226000000003,333.93802,15.8,N,2018-07-29 18:00:00
39.0,40.5,98948.11,21.651436,306.33688,1.6509366,265.46042,18.4,N,2018-07-29 19:00:00
35.0,47.5,98978.39,40.682865,303.48187,2.7368104,248.82317,20.0,N,2018-07-29 20:00:00
37.0,46.6,98974.02,25.924633,302.76706,2.775906,256.3532,20.1,N,2018-07-29 21:00:00
36.0,41.0,99012.66,85.65348,300.66156,2.7155688,280.2676,24.3,N,2018-07-29 22:00:00
35.0,38.4,99060.95,21.152404999999998,299.27472,1.7101799,284.03156,29.3,N,2018-07-29 23:00:00
32.0,38.7,99033.336,24.435823000000003,295.45862,2.7672653,279.3592,36.5,N,2018-07-30 00:00:00
34.0,36.4,99021.266,38.15404,294.3808,2.9394383,276.27155,39.6,N,2018-07-30 01:00:00
33.0,33.4,99050.3,51.56858,293.80118,3.1146834,272.72362999999996,40.7,N,2018-07-30 02:00:00
31.0,35.1,99066.375,71.91036,293.2121,3.3380767999999996,266.71042,41.2,N,2018-07-30 03:00:00
23.0,36.0,99089.305,109.59168000000001,292.69702,3.2230092999999997,268.28806000000003,41.7,N,2018-07-30 04:00:00
17.0,33.3,99128.38,128.87117,292.02365,3.2149389,261.1815,43.7,N,2018-07-30 05:00:00
27.0,31.0,99154.28,152.95006,293.8894,2.6639218,266.2784,40.3,N,2018-07-30 06:00:00
32.0,31.8,99187.37,126.642044,296.6567,2.0622792000000003,281.86746,35.0,N,2018-07-30 07:00:00
40.0,35.6,99168.15,211.48923,299.02045,2.2642775,308.96756,30.6,N,2018-07-30 08:00:00
47.0,40.7,99162.07,351.06937,301.24,2.5112672000000003,334.17612,26.4,N,2018-07-30 09:00:00
53.0,45.9,99125.9,421.20294,303.45175,2.4008446,348.36417,23.4,N,2018-07-30 10:00:00
61.0,48.2,99058.516,537.4234,306.06155,2.477494,352.30286,19.6,N,2018-07-30 11:00:00
62.0,49.8,99001.29,687.05536,308.43268,2.5968394,358.26517,16.4,N,2018-07-30 12:00:00
64.0,51.7,98904.68,1252.08,310.39862,2.3732085,8.832611,13.6,N,2018-07-30 13:00:00
63.0,53.5,98825.516,1374.8496,311.50836,2.2422828999999997,6.833587599999999,11.4,N,2018-07-30 14:00:00
61.0,53.8,98744.07,1404.7871,312.15735,2.4962673,5.549377400000001,10.7,N,2018-07-30 15:00:00
59.0,52.6,98650.63,1488.1548,312.49246,3.3043730000000004,1.1201172,10.5,N,2018-07-30 16:00:00
57.0,50.1,98604.12,1283.9252,312.19006,3.8069267,359.95026,10.8,N,2018-07-30 17:00:00
50.0,41.0,98545.586,62.60446999999999,309.3797,3.3201457999999997,356.3459,13.2,N,2018-07-30 18:00:00
40.0,36.0,98556.99,214.76889,306.8176,2.4428456,335.9781,16.2,N,2018-07-30 19:00:00
37.0,38.0,98591.94,136.36194,304.41406,2.541454,301.12997,18.9,N,2018-07-30 20:00:00
36.0,39.2,98593.695,127.17732,302.3706,2.5477402000000002,278.7928,22.5,N,2018-07-30 21:00:00
34.0,39.7,98634.64,88.62024,300.8356,2.6029188999999997,266.51474,25.0,N,2018-07-30 22:00:00
35.0,39.6,98668.49,89.40744000000001,299.9572,2.5835342,270.79812999999996,25.0,N,2018-07-30 23:00:00
33.0,39.3,98651.41,64.982,297.25217000000004,2.7674847000000002,276.30328,29.0,N,2018-07-31 00:00:00
34.0,39.8,98639.9,79.71072,296.21066,2.8021445,281.0704,31.0,N,2018-07-31 01:00:00
,38.8,98678.29,103.692894,296.02727999999996,2.3863437000000003,260.97412,31.5,N,2018-07-31 02:00:00
34.0,40.8,98699.54,112.45405600000001,295.03506,3.159386,249.49586000000002,41.5,N,2018-07-31 03:00:00
23.0,41.9,98731.88,107.48982,294.42148,3.4876687999999993,247.29265,46.1,N,2018-07-31 04:00:00
15.0,40.0,98768.94,85.78068499999999,293.80563,3.5891892999999997,250.891,49.1,N,2018-07-31 05:00:00
16.0,33.6,98783.78,137.66472,296.0952,3.3980565,219.3311,47.4,N,2018-07-31 06:00:00
26.0,38.2,98812.55,246.67659,299.3313,3.385296,213.85971,41.4,N,2018-07-31 07:00:00
37.0,42.6,98809.36,621.2468,301.00128,1.2419198,241.69746,35.8,N,2018-07-31 08:00:00
48.0,49.0,98816.39,692.0147,302.04537999999997,1.366683,10.459808,33.8,N,2018-07-31 09:00:00
57.0,57.4,98781.47,737.8268,303.7847,1.7077273000000002,23.179289999999998,30.1,N,2018-07-31 10:00:00
64.0,61.9,98731.19,1020.1139999999999,305.6275,1.6923304,33.712585,26.4,N,2018-07-31 11:00:00
68.0,60.3,98696.14,1241.1960000000001,307.4003,1.2690005,29.016479999999998,23.3,N,2018-07-31 12:00:00
66.0,57.8,98617.33,1479.3875,308.9139,1.0104176999999999,328.00214,20.5,N,2018-07-31 13:00:00
63.0,56.7,98554.445,1568.7266,309.99712999999997,2.089572,267.26416,18.3,N,2018-07-31 14:00:00
64.0,54.5,98488.164,1601.3472,310.66315,3.2829513999999995,247.56287999999998,18.4,N,2018-07-31 15:00:00
63.0,53.5,98412.6,1625.5502,310.86554,3.8860383,235.56206,18.9,N,2018-07-31 16:00:00
62.0,53.9,98385.445,1366.4573,310.62497,4.66001,224.54721,17.4,N,2018-07-31 17:00:00
60.0,50.6,98350.336,65.36504000000001,309.39606000000003,6.423978,214.53256000000002,17.7,N,2018-07-31 18:00:00
52.0,41.7,98340.07,44.560184,306.9067,6.7462979999999995,207.19414,18.1,N,2018-07-31 19:00:00
44.0,37.3,98381.586,41.056022999999996,305.18027,7.998407,215.70131,22.3,N,2018-07-31 20:00:00
41.0,34.7,98451.02,354.07608,302.76403999999997,4.6318209999999995,265.5172,28.5,N,2018-07-31 21:00:00
42.0,34.2,98535.55,153.15443,300.522,4.060486,215.0934,32.9,N,2018-07-31 22:00:00
41.0,32.3,98615.59,133.43968,299.85413,5.3812489999999995,203.75572,33.6,N,2018-07-31 23:00:00
36.0,29.2,98672.016,254.0054,299.09024,6.464391,224.35477000000003,35.0,N,2018-08-01 00:00:00
37.0,26.4,98673.57,211.20972000000003,297.78055,6.749476400000001,215.84918,38.7,N,2018-08-01 01:00:00
36.0,24.8,98710.97,177.85419,296.7604,6.823705,211.71046,38.8,N,2018-08-01 02:00:00
37.0,24.2,98732.91,149.91763,295.72702000000004,6.8402080000000005,205.96243,39.5,N,2018-08-01 03:00:00
35.0,24.2,98755.97,137.46577,294.70575,6.5122485,203.70435,40.9,N,2018-08-01 04:00:00
34.0,23.2,98771.09,146.58844,293.9935,6.121355,204.2102,41.8,N,2018-08-01 05:00:00
34.0,22.0,98783.77,24.374012,295.1532,6.215972,208.82396,40.4,N,2018-08-01 06:00:00
37.0,24.5,98826.984,115.8064,296.50867,6.27961,208.67082,39.3,N,2018-08-01 07:00:00
39.0,27.6,98828.305,230.38115,298.01614,6.234414599999999,204.23558,35.9,N,2018-08-01 08:00:00
44.0,30.5,98828.72,461.63788,299.6556,5.7152400000000005,204.94743,32.7,N,2018-08-01 09:00:00
46.0,33.1,98787.08,766.5773,301.78253,4.5711102,202.85251,26.1,N,2018-08-01 10:00:00
49.0,34.7,98721.38,1024.0367,303.58475,3.5823629999999995,211.74122999999997,20.8,N,2018-08-01 11:00:00
51.0,35.6,98678.01,1153.4751,305.04657000000003,3.2085743,235.65127999999999,17.5,N,2018-08-01 12:00:00
52.0,35.8,98591.76,1350.9874,306.4398,3.459451,246.98845,14.2,N,2018-08-01 13:00:00
50.0,35.3,98523.21,1589.2721,307.34924,3.6171867999999994,250.21056000000002,12.9,N,2018-08-01 14:00:00
53.0,35.5,98466.42,1759.4612,307.85867,3.346675,255.29189,13.0,N,2018-08-01 15:00:00
52.0,36.8,98404.48,1845.0052,307.7911,3.3191257000000003,233.87297,16.4,N,2018-08-01 16:00:00
50.0,35.5,98373.18,1943.286,307.6787,3.828667,221.32965,16.0,N,2018-08-01 17:00:00
45.0,34.0,98330.1,61.169865,305.97446,4.639651000000001,204.76526,18.1,N,2018-08-01 18:00:00
42.0,31.4,98327.98,391.8804,304.61334,6.6158204,223.21736,18.5,N,2018-08-01 19:00:00
43.0,25.9,98423.85,383.5198,301.30826,4.046172,270.37875,24.8,N,2018-08-01 20:00:00
36.0,24.9,98478.83,551.6761,300.70667000000003,1.4002734,291.70352,25.7,N,2018-08-01 21:00:00
33.0,24.5,98542.414,410.01608,297.7634,2.2355797,298.25616,32.7,N,2018-08-01 22:00:00
31.0,25.2,98630.14,87.96706999999999,296.6171,3.9630476999999997,216.83406000000002,34.3,N,2018-08-01 23:00:00
28.0,25.1,98705.28,171.06728999999999,295.19736,4.1611204,223.58942000000002,27.5,N,2018-08-02 00:00:00
30.0,26.1,98719.61,164.28116,294.72144,4.399357,224.74826000000002,29.8,N,2018-08-02 01:00:00
,25.3,98738.75,118.01045,293.9919,4.2222995999999995,231.21074,30.9,N,2018-08-02 02:00:00
31.0,22.9,98743.29,144.39954,293.3284,4.638424,215.18048,34.9,N,2018-08-02 03:00:00
28.0,21.5,98765.945,111.76971999999999,293.4462,5.377155,205.23103,37.9,N,2018-08-02 04:00:00
24.0,20.0,98784.21,87.83206,292.70407,6.085917,196.05357,43.6,N,2018-08-02 05:00:00
31.0,19.0,98804.516,43.430240000000005,293.4742,5.675794000000001,192.5077,45.6,N,2018-08-02 06:00:00
36.0,22.0,98851.31,142.90726,295.6185,5.334882299999999,191.50028999999998,39.1,N,2018-08-02 07:00:00
37.0,26.9,98852.69,399.8341,297.18102999999996,4.776342,195.76976000000002,34.1,N,2018-08-02 08:00:00
39.0,31.3,98851.68,890.2369,299.08026,3.104422,207.64212,28.8,N,2018-08-02 09:00:00
40.0,31.8,98829.664,1126.7057,300.53073,3.7225050000000004,215.1517,26.3,N,2018-08-02 10:00:00
38.0,29.5,98782.484,1284.123,301.85587000000004,5.052802,224.13682999999997,24.6,N,2018-08-02 11:00:00
37.0,30.8,98734.85,1721.4386,303.5793,5.824681299999999,225.51134,22.4,N,2018-08-02 12:00:00
41.0,31.5,98661.72,1812.5261,304.48508,6.304292,227.04058999999998,19.6,N,2018-08-02 13:00:00
43.0,31.7,98615.02,2065.423,305.12906,6.089275,225.63437000000002,18.6,N,2018-08-02 14:00:00
43.0,32.0,98570.87,2052.763,305.43698,7.012258999999999,222.83954,18.1,N,2018-08-02 15:00:00
39.0,31.9,98506.086,1976.5736,305.34857,7.4265413,222.39432999999997,17.6,N,2018-08-02 16:00:00
35.0,31.2,98489.12,1114.7598,304.79787999999996,8.182486,220.45181000000002,16.7,N,2018-08-02 17:00:00
36.0,28.3,98462.125,533.05255,303.6803,8.479137,225.00055,17.4,N,2018-08-02 18:00:00
27.0,23.2,98582.42,702.7034,299.595,4.060018,317.19366,31.8,N,2018-08-02 19:00:00
